123048	应急转债	122.817	-0.05%	中船应急 R	10.22	-0.78%	4.42	8.90	114.83	6.96%	会员	AA+	购买	6.23	11.57	8.8%	-	26-04-09	5.751	8.190	1899.88	1.89%	-1.45%	购买	129.78	
127005	长证转债	135.530	-2.92%	长江证券 R	9.21	-5.83%	1.79	7.28	126.51	7.13%	会员	AAA	购买	-	9.46	9.8%	会员	24-03-12	3.674	49.992	26506.20	3.86%	-5.79%	购买	142.66	
113570	百达转债	111.210	-0.62%	百达精工	16.91	-1.00%	2.60	16.39	103.17	7.79%	会员	A+	购买	11.47	21.31	13.0%	会员	26-03-10	5.668	2.800	591.91	1.89%	0.65%	购买	119.00	
128099	永高转债	135.101	-1.49%	永高股份	7.72	-2.89%	2.45	6.16	125.32	7.80%	会员	AA	购买	4.31	8.01	8.1%	会员	26-03-10	5.668	7.000	352.27	0.37%	-3.13%	购买	142.90	
110056	亨通转债	128.300	-1.63%	亨通光电 R	18.53	-2.93%	2.59	15.58*	118.93	7.88%	会员	AA+	购买	10.91	20.25	4.7%	会员	25-03-19	4.693	17.105	4491.25	2.04%	-2.38%	购买	136.18	
128103	同德转债	112.988	-0.47%	同德化工	5.41	-0.55%	1.86	5.18	104.44	8.18%	会员	A+	购买	3.63	6.73	6.8%	-	26-03-25	5.710	1.440	999.21	6.09%	1.35%	购买	121.17	
128028	赣锋转债	164.400	-3.12%	赣锋锂业 R	64.19	-0.76%	9.85	42.28	151.82	8.29%	会员	AA	购买	29.60	54.96	1.1%	会员	23-12-21	3.449	9.183	13309.56	8.57%	-11.31%	购买	172.69	
110043	无锡转债	121.720	-4.27%	无锡银行	6.50	-5.11%	0.99	5.79**	112.26	8.43%	会员	AA+	购买	-	7.53	25.0%	会员	24-01-30	3.559	29.988	29016.40	7.80%	-3.02%	购买	130.15	
123045	雷迪转债	109.210	-1.48%	雷迪克	20.25	-1.56%	2.17	20.13	100.60	8.56%	会员	A+	购买	14.09	26.17	16.2%	会员	26-03-11	5.671	2.880	828.98	2.61%	1.62%	购买	117.77	
123046	天铁转债	125.663	-0.90%	天铁股份	11.71	0.86%	3.33	10.12	115.71	8.60%	会员	AA-	购买	7.08	13.16	11.0%	会员	26-03-18	5.690	3.990	231.02	0.46%	-1.09%	购买	134.26	
